"1048","Afreeca Freecs"
"1049","Samsung Galaxy"
"1050","Kongdoo Monster"
"1051","Samsung Galaxy"
"1052","ROX Tigers"
"1053","ROX Tigers"
"1054","KT Rolster"
"1055","KT Rolster"
"1056","Afreeca Freecs"
"1057","Longzhu Gaming"
"1058","Afreeca Freecs"
"1059","ROX Tigers"
"1060","ROX Tigers"
"1061","SK Telecom T1"
"1062","SK Telecom T1"
"1063","Samsung Galaxy"
"1064","KT Rolster"
"1065","KT Rolster"
"1066","SBENU Sonicboom"
"1067","SBENU Sonicboom"
"1068","SK Telecom T1"
"1069","SK Telecom T1"
"1070","Afreeca Freecs"
"1071","Afreeca Freecs"
"1072","Longzhu Gaming"
"1073","Longzhu Gaming"
"1074","KT Rolster"
"1075","ROX Tigers"
"1076","KT Rolster"
"1077","Afreeca Freecs"
"1078","SBENU Sonicboom"
"1079","Afreeca Freecs"
"1080","SK Telecom T1"
"1081","SK Telecom T1"
"1082","Samsung Galaxy"
"1083","Jin Air Green Wings"
"1084","Samsung Galaxy"
"1085","ROX Tigers"
"1086","ROX Tigers"
"1087","SK Telecom T1"
"1088","SK Telecom T1"
"1089","Afreeca Freecs"
"1090","Afreeca Freecs"
"1091","KT Rolster"
"1092","ROX Tigers"
"1093","ROX Tigers"
"1094","Samsung Galaxy"
"1095","Samsung Galaxy"
"1096","Jin Air Green Wings"
"1097","Jin Air Green Wings"
"1098","CJ Entus"
"1099","SBENU Sonicboom"
"1100","SBENU Sonicboom"
"1101","Afreeca Freecs"
"1102","Afreeca Freecs"
"1103","Samsung Galaxy"
"1104","ROX Tigers"
"1105","ROX Tigers"
"1106","KT Rolster"
"1107","KT Rolster"
"1108","CJ Entus"
"1109","Longzhu Gaming"
"1110","CJ Entus"
"1111","Afreeca Freecs"
"1112","Afreeca Freecs"
"1113","Kongdoo Monster"
"1114","SK Telecom T1"
"1115","SK Telecom T1"
"1116","Samsung Galaxy"
"1117","Samsung Galaxy"
"1118","ROX Tigers"
"1119","KT Rolster"
"1120","KT Rolster"
"1121","Jin Air Green Wings"
"1122","Jin Air Green Wings"
"1123","SK Telecom T1"
"1124","SK Telecom T1"
"1125","Afreeca Freecs"
"1126","ROX Tigers"
"1127","ROX Tigers"
"1128","CJ Entus"
"1129","CJ Entus"
"1130","Jin Air Green Wings"
"1131","Jin Air Green Wings"
"1132","Longzhu Gaming"
"1133","Longzhu Gaming"
"1134","CJ Entus"
"1135","SBENU Sonicboom"
"1136","CJ Entus"
"1137","ROX Tigers"
"1138","ROX Tigers"
"1139","KT Rolster"
"1140","KT Rolster"
"1141","CJ Entus"
"1142","CJ Entus"
"1143","Kongdoo Monster"
"1144","Jin Air Green Wings"
"1145","Jin Air Green Wings"
"1146","CJ Entus"
"1147","Kongdoo Monster"
"1148","CJ Entus"
"1149","KT Rolster"
"1150","KT Rolster"
"1151","Longzhu Gaming"
"1152","ROX Tigers"
"1153","ROX Tigers"
"1154","Samsung Galaxy"
"1155","Samsung Galaxy"
"1156","Afreeca Freecs"
"1157","Afreeca Freecs"
"1158","SK Telecom T1"
"1159","ROX Tigers"
"1160","ROX Tigers"
"1161","KT Rolster"
"1162","CJ Entus"
"1163","KT Rolster"
"1164","Afreeca Freecs"
"1165","Afreeca Freecs"
"1166","Longzhu Gaming"
"1167","Longzhu Gaming"
"1168","Samsung Galaxy"
"1169","CJ Entus"
"1170","Samsung Galaxy"
"1171","Jin Air Green Wings"
"1172","KT Rolster"
"1173","Jin Air Green Wings"
"1174","SK Telecom T1"
"1175","SK Telecom T1"
"1176","CJ Entus"
"1177","Afreeca Freecs"
"1178","CJ Entus"
"1179","ROX Tigers"
"1180","ROX Tigers"
"1181","Longzhu Gaming"
"1182","Longzhu Gaming"
"1183","SBENU Sonicboom"
"1184","Longzhu Gaming"
