Cloud9,NA,Sivir,104
Cloud9,NA,Vladimir,104
Echo Fox,NA,Zilean,104
Echo Fox,NA,Ashe,104
Echo Fox,NA,Malzahar,104
Phoenix1,NA,Rumble,105
Phoenix1,NA,Taliyah,105
Phoenix1,NA,Zilean,105
Immortals,NA,Shen,105
Immortals,NA,Bard,105
Immortals,NA,Malzahar,105
Counter Logic Gaming,NA,Twitch,106
Counter Logic Gaming,NA,Illaoi,106
Counter Logic Gaming,NA,Vladimir,106
NRG Esports,NA,Shen,106
NRG Esports,NA,Bard,106
NRG Esports,NA,Sivir,106
Apex Gaming,NA,Karma,107
Apex Gaming,NA,Trundle,107
Apex Gaming,NA,Irelia,107
Team Liquid,NA,Soraka,107
Team Liquid,NA,Sivir,107
Team Liquid,NA,Hecarim,107
Team Liquid,NA,Soraka,108
Team Liquid,NA,Jarvan IV,108
Team Liquid,NA,Irelia,108
Apex Gaming,NA,Karma,108
Apex Gaming,NA,Trundle,108
Apex Gaming,NA,Sivir,108
NRG Esports,NA,Shen,109
NRG Esports,NA,Bard,109
NRG Esports,NA,Malzahar,109
Counter Logic Gaming,NA,Twitch,109
Counter Logic Gaming,NA,Illaoi,109
Counter Logic Gaming,NA,Hecarim,109
Counter Logic Gaming,NA,Twitch,110
Counter Logic Gaming,NA,Illaoi,110
Counter Logic Gaming,NA,Zilean,110
NRG Esports,NA,Sivir,110
NRG Esports,NA,Gangplank,110
NRG Esports,NA,Hecarim,110
Apex Gaming,NA,Karma,111
Apex Gaming,NA,Trundle,111
Apex Gaming,NA,Malzahar,111
Team Liquid,NA,Soraka,111
Team Liquid,NA,Taliyah,111
Team Liquid,NA,Rek'Sai,111
Phoenix1,NA,Vladimir,112
Phoenix1,NA,Gangplank,112
Phoenix1,NA,Malzahar,112
Team EnVyUs,NA,Shen,112
Team EnVyUs,NA,Azir,112
Team EnVyUs,NA,Cassiopeia,112
Team EnVyUs,NA,Shen,113
Team EnVyUs,NA,Azir,113
Team EnVyUs,NA,Cassiopeia,113
Phoenix1,NA,Vladimir,113
Phoenix1,NA,Sivir,113
Phoenix1,NA,Malzahar,113
Phoenix1,NA,Vladimir,114
Phoenix1,NA,Gangplank,114
Phoenix1,NA,Malzahar,114
Team EnVyUs,NA,Shen,114
Team EnVyUs,NA,Azir,114
Team EnVyUs,NA,Rek'Sai,114
Team SoloMid,NA,Rumble,115
Team SoloMid,NA,Rek'Sai,115
Team SoloMid,NA,Taliyah,115
Immortals,NA,Shen,115
Immortals,NA,Nidalee,115
Immortals,NA,Bard,115
Immortals,NA,Karma,116
Immortals,NA,Nidalee,116
Immortals,NA,Sivir,116
Team SoloMid,NA,Rumble,116
Team SoloMid,NA,Taliyah,116
Team SoloMid,NA,Sona,116
